date,expinf5yr,unrate,nrou,core_pce,mich,gdp,job_openings,median_cpi,FRB_exp,core_pce_changeA,unrate_slack,FRB_post1991,lagged_1,lagged_2,predicted_1980_2019,predicted_1970_2019
2009-08-01,1.9783579,9.6,4.863205979930874,88.599,2.8,14448.882,1.8,1.6255061079099,2.15,1.4578513425031137,4.736794020069126,2.15,1.495489232613001,0,1.3445800850905978,0.508535696223996
2009-11-01,1.8819046,9.9,4.857106944397845,89.16,2.7,14651.249,1.9,0.516016421313492,2.1,2.5569174438815123,5.042893055602155,2.1,1.4578513425031137,1.495489232613001,1.473589063967262,0.975351107418296
2010-02-01,1.8645258,9.8,4.850728282627726,89.446,2.7,14764.61,2,-0.10662785426794899,2.1,1.2892734657000249,4.949271717372275,2.1,2.5569174438815123,1.4578513425031137,1.5489045015363216,1.3949504779963342
2010-05-01,1.856677,9.6,4.843936590710999,89.724,3.2,14980.193,2.2,0.27574788971958,2.15,1.2490160859039534,4.756063409289001,2.15,1.2892734657000249,2.5569174438815123,1.623764235957153,1.3427603869943256
2010-08-01,1.5327991,9.5,4.836630897441851,89.855,2.7,15141.607,2.2,0.43020593403721996,2.1,0.5852934592158299,4.663369102558149,2.1,1.2490160859039534,1.2892734657000249,1.450445077779047,0.8689926738682104
2010-11-01,1.3817,9.8,4.828742862936905,90.16,3,15309.474,2.4,1.31829898066591,2,1.3646716851834828,4.971257137063096,2,0.5852934592158299,1.2490160859039534,1.3310707459796844,0.529599529717732
2011-02-01,1.8901178,9,4.820244006599269,90.53,3.4,15351.448,2.4,2.8169688979258902,2.1,1.6516586301828173,4.179755993400731,2.1,1.3646716851834828,0.5852934592158299,1.3965679744047526,0.7218143511590008
2011-05-01,1.9651925,9,4.811158123503825,91.091,4.1,15557.539,2.4,2.3058155396238997,2.27,2.5018721652439346,4.188841876496175,2.27,1.6516586301828173,1.3646716851834828,1.6021056688483788,1.164123452074349
2011-08-01,1.5890717,9,4.801569813017011,91.508,3.5,15647.68,2.5,3.1779707716990093,2.25,1.8437482854268827,4.198430186982989,2.25,2.5018721652439346,1.6516586301828173,1.682153905425529,1.5852552387303342
2011-11-01,1.4665774,8.6,4.791622118171009,91.808,3.2,15842.259,2.6,1.8470137988752198,2.15,1.3178236126596854,3.8083778818289904,2.15,1.8437482854268827,2.5018721652439346,1.6932313086145936,1.6543587250094283
2012-02-01,1.406833,8.3,4.781499529253637,92.364,3.3,16068.805,2.6,1.6845519133678302,2.15,2.444541759810459,3.518500470746364,2.15,1.3178236126596854,1.8437482854268827,1.5926351880790943,1.2533659626740383
2012-05-01,1.4303528,8.2,4.7713995210888855,92.755,3,16207.115,2.8,1.7320720722101297,2.2,1.7040830455088418,3.4286004789111137,2.2,2.444541759810459,1.3178236126596854,1.641883352975097,1.524206120864851
2012-08-01,1.3348091,8.1,4.761502714877658,93.005,3.6,16319.541,2.8,2.4238660191344503,2.2,1.082475530296878,3.338497285122342,2.2,1.7040830455088418,2.444541759810459,1.723922431638257,1.6551327715456272
2012-11-01,1.4037991,7.7,4.751948856560013,93.445,3.1,16420.419,2.8,2.0721553787935503,2.1,1.9058427928043242,2.9480511434399874,2.1,1.082475530296878,1.7040830455088418,1.5545180623686563,1.1686254855574563
2013-02-01,1.3922361,7.7,4.742824857468626,93.805,3.3,16648.189,2.9,2.45154222786008,2,1.5499415331051036,2.9571751425313746,2,1.9058427928043242,1.082475530296878,1.4828266876674947,1.2285750461025442
2013-05-01,1.2491782,7.5,4.734167218385459,94.047,3.1,16728.687,3,1.9563823322529,2,1.0359280902475287,2.7658327816145407,2,1.5499415331051036,1.9058427928043242,1.5605392876623978,1.4109766485854864
2013-08-01,1.6468685,7.2,4.725973251949637,94.431,3,16953.838,2.9,2.1480298989162,2,1.6432560473525593,2.4740267480503633,2,1.0359280902475287,1.5499415331051036,1.4956158073749941,1.1230253846212295
2013-11-01,1.5695147,6.9,4.71821229323513,94.86,2.9,17192.019,2.9,2.60550640737742,2,1.829620715214264,2.1817877067648705,2,1.6432560473525593,1.0359280902475287,1.4899990603916613,1.208392007047583
2014-02-01,1.632026,6.7,4.710835162426804,95.109,3.2,17197.738,3.1,2.3508313464702497,2,1.0541097396491006,1.9891648375731963,2,1.829620715214264,1.6432560473525593,1.5803742960253688,1.521472949192378
2014-05-01,1.748523,6.3,4.70378083099091,95.574,3.3,17518.508,3.3,2.54562660708071,2,1.9700398278768905,1.5962191690090899,2,1.0541097396491006,1.829620715214264,1.5637751760836085,1.34014315213345
2014-08-01,1.766452,6.1,4.696979837805766,95.885,3.2,17804.228,3.7,1.7517369153509799,2,1.3079762174310394,1.4030201621942338,2,1.9700398278768905,1.0541097396491006,1.5454767492599042,1.4377599835142536
2014-11-01,1.6543211,5.8,4.690356277967989,96.181,2.8,17912.079,3.3,2.25631054100233,2,1.2405421698971741,1.1096437220320112,2,1.3079762174310394,1.9700398278768905,1.6167206549565407,1.5487221332820094
2015-02-01,1.2882705,5.5,4.683831538634186,96.324,2.8,18063.529,3.7,1.95449451571832,2,0.5960396775236187,0.8161684613658142,2,1.2405421698971741,1.3079762174310394,1.5474940642551616,1.3225403555757076
